Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
B,Ship,3.0,3,240,3.0,low,,4888,1
F,Flight,4.0,3,207,2.0,medium,4.0,5227,1
F,Road,3.0,5,271,,low,,4878,0
D,?,,2,253,5.0,low,3.0,4676,1
F,Ship,4.0,3,264,6.0,medium,,1962,1
A,Ship,5.0,4,156,4.0,low,1.0,5533,1
D,Ship,6.0,2,291,4.0,low,7.0,1046,0
D,Flight,3.0,2,209,5.0,medium,12.0,3054,1
C,Road,3.0,5,215,3.0,low,,4828,1
B,Ship,7.0,1,245,4.0,medium,4.0,1653,1
B,Ship,3.0,1,236,3.0,low,2.0,4298,0
F,Ship,3.0,4,263,3.0,low,,?,1
B,Ship,,1,226,3.0,medium,8.0,5000,0
D,?,3.0,1,133,4.0,medium,6.0,5162,0
C,Ship,2.0,5,175,5.0,low,,4269,0
F,Flight,6.0,2,250,4.0,medium,3.0,1777,1
C,Road,4.0,2,108,10.0,medium,,4645,0
B,Ship,5.0,5,221,5.0,low,,1123,1
B,Ship,,3,198,3.0,medium,1.0,5846,1
F,Ship,4.0,4,246,3.0,low,,5473,1
B,Ship,2.0,4,193,2.0,low,,5706,0
C,Ship,4.0,1,236,3.0,low,,4114,0
D,?,3.0,4,154,,low,,4990,1
D,Ship,3.0,5,194,3.0,low,,4295,1
F,Ship,3.0,2,167,4.0,medium,,1973,1
C,Ship,3.0,1,196,2.0,low,10.0,4141,1
F,Road,,2,264,4.0,high,,2754,1
F,Road,6.0,3,270,3.0,low,56.0,3251,1
F,Ship,3.0,1,147,2.0,medium,,1934,1
D,Ship,2.0,4,140,3.0,low,,1411,1
D,Ship,3.0,3,230,,medium,2.0,4742,1
A,Flight,7.0,5,260,4.0,low,,1930,1
F,Ship,,2,151,4.0,medium,,5469,0
F,Flight,,2,248,2.0,low,,3707,1
F,Ship,5.0,3,186,4.0,low,,3981,1
F,Road,,3,176,2.0,low,,1730,1
A,Ship,3.0,2,171,3.0,medium,11.0,1282,1
B,Ship,4.0,4,138,7.0,medium,,1530,1
A,Ship,6.0,1,275,4.0,low,7.0,1767,0
D,Ship,4.0,3,203,2.0,medium,,4185,0
D,Flight,2.0,2,128,,low,17.0,1824,1
F,Flight,4.0,2,185,3.0,low,,4322,1
F,Ship,4.0,4,265,3.0,low,10.0,4741,0
C,Ship,,4,117,3.0,medium,4.0,5332,0
D,Ship,3.0,5,196,3.0,medium,9.0,4741,1
B,Ship,6.0,4,227,5.0,medium,,4388,0
D,Ship,3.0,3,208,2.0,medium,5.0,5661,0
C,Ship,4.0,3,216,4.0,medium,3.0,4750,0
A,Ship,,4,213,,medium,,?,1
B,Flight,3.0,3,183,2.0,low,53.0,?,1
D,Ship,,3,251,5.0,low,,1616,1
F,Ship,,2,247,2.0,high,,4242,0
B,Ship,4.0,5,264,3.0,low,10.0,5972,0
D,Ship,4.0,5,267,3.0,low,53.0,3742,1
A,Ship,3.0,5,215,3.0,medium,22.0,2585,1
A,Ship,,2,180,2.0,high,1.0,4407,0
F,Ship,2.0,2,177,4.0,low,,5878,1
C,Ship,4.0,4,135,10.0,medium,57.0,?,1
A,Flight,,4,237,,medium,4.0,4747,1
C,Flight,3.0,1,138,3.0,medium,,5534,0
C,Road,,2,285,2.0,medium,16.0,2223,1
F,Road,5.0,2,164,2.0,medium,8.0,5717,0
A,Ship,4.0,2,267,5.0,low,,1933,1
A,Ship,4.0,1,265,3.0,low,4.0,4249,0
C,Ship,6.0,5,229,,medium,,4271,1
F,Road,4.0,2,248,2.0,low,,5783,0
F,Flight,3.0,1,187,2.0,low,,4292,1
D,Ship,3.0,2,189,3.0,medium,,4718,0
F,Ship,4.0,5,196,4.0,low,10.0,1694,1
D,Ship,4.0,1,245,3.0,low,5.0,4523,0
C,Road,3.0,1,254,4.0,medium,,?,0
F,Flight,4.0,3,148,,medium,6.0,4802,0
F,Flight,4.0,5,173,2.0,medium,5.0,4776,1
F,Road,4.0,5,143,2.0,medium,,1360,1
F,Ship,6.0,5,294,,medium,2.0,1273,1
F,Ship,,3,154,2.0,medium,8.0,4006,0
F,?,5.0,5,221,5.0,low,7.0,1958,1
D,Road,,4,174,2.0,low,4.0,4295,1
B,Road,5.0,3,239,5.0,medium,,2988,1
A,Ship,4.0,4,146,4.0,low,,1899,1
A,Flight,6.0,2,293,,low,2.0,1494,0
D,Road,5.0,5,184,2.0,medium,9.0,4649,1
D,Ship,4.0,5,252,3.0,low,,2332,1
F,Ship,5.0,1,269,3.0,medium,2.0,2136,1
A,Flight,3.0,2,173,3.0,high,60.0,1582,1
C,Ship,4.0,5,192,3.0,medium,,3873,1
F,Road,,5,246,2.0,medium,31.0,2415,1
C,Road,3.0,3,219,3.0,low,4.0,?,0
F,Road,4.0,5,167,2.0,low,,4289,1
D,Flight,3.0,5,238,2.0,low,8.0,5769,0
F,Road,,2,244,6.0,low,,1199,0
C,Road,6.0,1,308,4.0,low,,1260,1
F,?,5.0,4,229,2.0,medium,10.0,5001,0
D,Ship,6.0,1,280,,medium,6.0,1735,1
A,Road,,4,256,3.0,low,,3658,1
C,Ship,5.0,5,271,4.0,low,,?,0
F,Flight,3.0,4,245,2.0,medium,,4427,0
A,Ship,4.0,4,266,,medium,,5901,0
D,Ship,3.0,3,219,6.0,low,,1116,0
C,Ship,6.0,1,295,4.0,low,,1600,0
F,Ship,6.0,3,251,,low,10.0,?,1
C,Road,3.0,1,221,3.0,high,,5005,1
A,Ship,,4,209,4.0,low,10.0,5461,0
C,Flight,4.0,1,249,5.0,low,,1762,1
B,Ship,,3,218,2.0,low,7.0,?,0
F,Ship,4.0,4,166,6.0,low,6.0,?,1
B,Ship,5.0,4,237,,medium,,4541,0
A,Ship,5.0,2,226,5.0,medium,5.0,1659,0
F,Ship,6.0,5,286,,medium,4.0,4889,0
F,Ship,3.0,3,149,4.0,medium,,5944,1
A,Ship,3.0,1,133,3.0,medium,,4004,1
C,Road,4.0,4,161,3.0,high,,?,1
F,Ship,4.0,4,163,3.0,low,5.0,4440,0
B,Ship,3.0,4,236,4.0,high,,4744,0
F,Ship,2.0,2,193,3.0,medium,64.0,2867,1
F,Ship,,2,202,3.0,low,,2881,1
B,Ship,,1,241,2.0,low,,5602,1
B,Ship,2.0,4,111,2.0,high,,1787,1
C,Ship,4.0,3,145,3.0,low,,5802,1
C,Ship,3.0,4,250,2.0,medium,,4922,1
F,Road,2.0,1,228,,medium,,4854,1
B,Ship,5.0,1,227,3.0,low,,2589,1
C,Ship,,2,162,3.0,high,57.0,1233,1
B,Road,4.0,5,213,3.0,medium,,4114,0
B,Ship,3.0,5,203,3.0,low,58.0,3231,1
F,Ship,4.0,1,254,5.0,low,,?,0
D,Ship,4.0,1,266,4.0,low,3.0,5773,1
B,Flight,3.0,4,140,,low,,5300,0
F,Ship,,2,220,3.0,low,,5503,0
F,Ship,2.0,1,121,3.0,medium,,?,1
B,Ship,4.0,2,150,,low,2.0,5301,0
A,Ship,3.0,5,169,,low,,4636,1
C,Ship,5.0,4,230,3.0,low,1.0,4727,0
B,Flight,6.0,4,275,4.0,low,,1585,0
B,Ship,4.0,3,179,3.0,medium,,1584,1
F,Ship,5.0,2,222,5.0,low,5.0,1329,0
A,Ship,3.0,1,142,4.0,medium,,4780,0
F,Flight,4.0,1,240,3.0,low,,4787,0
A,Ship,3.0,3,256,3.0,medium,,4070,0
A,Ship,6.0,2,301,4.0,medium,10.0,1747,1
B,Road,5.0,3,244,5.0,low,3.0,1174,0
C,Ship,4.0,2,216,4.0,medium,3.0,4887,1
C,Ship,4.0,1,201,10.0,medium,37.0,3402,1
A,?,3.0,3,120,3.0,low,,1534,1
F,Ship,4.0,4,269,4.0,medium,3.0,5032,1
F,Ship,5.0,3,251,2.0,low,,4458,0
A,Ship,,3,221,2.0,low,,4114,1
B,Flight,5.0,1,183,6.0,medium,,5082,0
F,Ship,4.0,3,154,10.0,high,,5317,0
F,Ship,5.0,4,275,2.0,medium,7.0,5292,0
A,Ship,,5,242,4.0,low,35.0,3215,1
C,?,4.0,5,176,4.0,medium,,5061,0
F,Ship,4.0,3,163,,low,29.0,1349,1
B,Ship,3.0,4,266,3.0,medium,9.0,5908,1
C,Ship,5.0,1,249,5.0,medium,10.0,1561,0
D,Ship,2.0,4,165,3.0,medium,7.0,5856,0
A,Ship,6.0,3,281,4.0,medium,7.0,1599,1
B,Road,2.0,2,158,3.0,high,,?,0
F,Ship,,1,165,,low,,1905,1
A,Ship,3.0,1,198,4.0,medium,44.0,2848,1
B,?,5.0,4,268,3.0,medium,6.0,2206,1
D,Ship,3.0,2,204,10.0,medium,,4534,0
C,Road,,4,257,3.0,medium,3.0,?,1
F,Flight,3.0,1,246,,low,10.0,4707,1
C,Ship,5.0,4,267,2.0,low,7.0,5292,0
D,Flight,,1,180,,high,,4346,0
F,Ship,5.0,2,134,2.0,low,9.0,5045,0
F,Flight,,1,267,2.0,medium,,?,1
B,Ship,,3,151,,low,6.0,4279,0
B,Flight,,3,149,3.0,medium,3.0,4781,1
A,Ship,3.0,2,221,,medium,,4715,1
F,Road,,1,199,3.0,medium,7.0,4377,1
D,Ship,,5,263,7.0,high,7.0,5216,1
C,Flight,3.0,4,183,3.0,low,1.0,5959,1
C,Ship,3.0,2,169,10.0,medium,,1665,1
C,Ship,4.0,5,254,,low,,4363,0
C,Ship,5.0,5,222,6.0,low,,1861,0
F,Ship,4.0,4,201,2.0,low,1.0,3147,1
F,Flight,5.0,3,248,5.0,low,,1475,1
D,Flight,4.0,3,153,4.0,low,36.0,1171,1
F,Ship,,2,211,2.0,low,,5883,1
C,Ship,,5,149,7.0,medium,,?,1
B,Ship,3.0,1,230,2.0,low,,4970,1
A,Flight,5.0,3,175,,low,,4833,1
C,Ship,6.0,2,283,2.0,low,18.0,3077,1
A,?,3.0,5,278,4.0,medium,,1785,0
D,Ship,,1,226,2.0,low,,2582,1
D,Ship,,3,304,4.0,low,,1215,1
D,Flight,,2,132,3.0,medium,,4475,1
F,Ship,5.0,4,281,4.0,medium,,1220,0
D,Ship,5.0,5,237,5.0,medium,,1709,0
B,Ship,,5,205,4.0,low,2.0,1648,0
D,Ship,4.0,1,264,3.0,low,39.0,3719,1
A,Ship,,4,237,2.0,medium,,1495,1
F,Road,,1,152,,high,,5396,0
D,Ship,2.0,1,127,3.0,low,15.0,1522,1
B,Road,4.0,2,251,6.0,low,3.0,1297,0
F,Flight,,5,98,4.0,low,,5188,0
C,Ship,5.0,4,193,4.0,high,4.0,5757,1
D,Flight,4.0,1,175,4.0,low,2.0,4053,0
C,Road,,3,163,,low,45.0,1395,1
B,Road,5.0,5,161,5.0,high,,?,1
F,Ship,6.0,2,243,4.0,low,9.0,1258,1
A,Ship,4.0,2,272,,medium,1.0,?,1
B,Flight,5.0,3,171,3.0,medium,,4994,0
D,Ship,4.0,5,197,2.0,medium,,2710,1
D,Ship,4.0,1,152,3.0,medium,65.0,1706,1
C,Road,4.0,4,205,,low,6.0,4254,0
F,Ship,,2,217,2.0,medium,,4907,1
D,?,6.0,2,271,10.0,medium,2.0,?,0
B,Ship,4.0,2,171,3.0,medium,,5859,0
F,Road,2.0,1,137,,low,1.0,4539,0
D,Ship,3.0,1,263,3.0,medium,6.0,2715,1
F,Flight,3.0,5,177,2.0,low,2.0,4906,1
C,Ship,4.0,5,180,3.0,low,24.0,1513,1
F,Ship,4.0,1,249,,medium,,5580,1
B,Ship,6.0,2,254,,low,,1626,0
B,Ship,3.0,5,180,,low,9.0,5105,1
C,Ship,5.0,4,245,3.0,high,,4298,0
F,Ship,6.0,4,217,4.0,medium,,4247,1
C,Road,4.0,5,163,5.0,low,,1658,1
F,Ship,3.0,4,266,2.0,high,49.0,2643,1
B,Ship,,4,309,,low,,1771,1
A,Ship,3.0,2,177,4.0,low,,4199,1
F,Flight,5.0,3,98,5.0,medium,,?,1
C,Flight,4.0,3,249,4.0,medium,10.0,4933,0
F,Ship,,2,151,4.0,low,12.0,1145,1
C,Ship,,5,234,,low,,2615,1
F,Flight,3.0,4,164,10.0,medium,10.0,4134,0
F,Ship,4.0,1,164,4.0,low,6.0,4432,1
A,Road,2.0,3,154,4.0,high,17.0,1897,1
B,Ship,,3,222,2.0,medium,55.0,3833,1
A,Ship,4.0,1,188,,low,10.0,5085,1
C,Ship,2.0,3,159,3.0,medium,,1124,1
A,Ship,5.0,5,198,2.0,medium,9.0,4526,0
F,Road,3.0,3,183,3.0,low,,2181,1
A,Ship,4.0,4,155,3.0,medium,35.0,1421,1
C,Flight,4.0,4,248,3.0,high,10.0,?,0
C,Flight,,4,271,3.0,low,3.0,4152,0
F,Flight,5.0,4,143,2.0,low,8.0,5291,0
D,Ship,3.0,3,267,2.0,low,52.0,2949,1
F,Ship,4.0,1,209,,low,7.0,4808,1
F,Road,4.0,4,266,3.0,low,6.0,5758,1
D,Ship,4.0,2,263,5.0,low,,1874,0
B,Ship,5.0,5,263,4.0,low,9.0,1551,0
F,Ship,4.0,4,140,3.0,low,4.0,5924,1
C,Ship,4.0,1,272,2.0,low,1.0,5666,0
D,Ship,4.0,3,196,2.0,medium,,4203,1
C,Ship,,2,154,2.0,high,4.0,1009,1
F,Ship,4.0,4,147,3.0,low,,1145,1
F,Ship,2.0,1,184,2.0,high,3.0,4331,0
F,Ship,3.0,1,219,2.0,low,39.0,2696,1
B,Ship,6.0,3,309,,low,,1712,0
A,?,4.0,4,280,5.0,low,3.0,5034,0
D,Ship,,4,187,3.0,low,7.0,5417,0
C,Ship,3.0,1,153,2.0,low,6.0,1314,1
C,Ship,3.0,4,243,4.0,medium,10.0,4076,0
A,Ship,,1,283,4.0,low,8.0,1404,0
D,Ship,4.0,3,190,4.0,medium,12.0,3115,1
C,Ship,4.0,3,165,,low,44.0,1320,1
B,Ship,2.0,3,136,3.0,low,,4933,0
A,Road,3.0,4,247,3.0,low,,5749,1
D,Ship,2.0,2,182,2.0,medium,14.0,3751,1
F,Ship,4.0,2,155,5.0,low,,1043,1
A,Ship,3.0,3,152,3.0,low,6.0,5749,1
D,Road,3.0,3,117,3.0,medium,,1618,1
C,Ship,5.0,5,304,5.0,low,,1949,1
B,Ship,,3,163,3.0,low,,5002,1
C,?,5.0,1,241,5.0,low,4.0,1348,1
B,Flight,3.0,1,199,3.0,high,,5127,0
F,Ship,5.0,2,136,2.0,low,,1370,0
A,Ship,3.0,3,159,3.0,low,3.0,5230,1
C,Ship,6.0,2,282,4.0,low,,1857,1
A,Ship,,5,178,3.0,high,22.0,1907,1
B,Ship,,3,239,,high,,5910,0
A,?,4.0,5,233,5.0,low,,1040,1
C,Ship,4.0,2,174,2.0,low,,4295,0
F,Ship,4.0,2,272,3.0,high,,5927,0
D,Ship,,4,244,8.0,low,1.0,2703,1
B,Ship,,1,271,2.0,low,,5875,0
D,Road,4.0,1,251,3.0,low,,4374,1
D,Flight,7.0,1,280,5.0,low,10.0,1199,1
F,Ship,6.0,1,152,2.0,low,3.0,1340,0
F,Ship,6.0,5,298,4.0,low,,1520,0
A,Ship,,3,187,3.0,low,,2481,1
F,Ship,4.0,1,261,4.0,medium,,4632,0
F,Ship,5.0,1,103,5.0,low,10.0,5413,1
C,Road,,2,258,5.0,high,6.0,1059,0
F,Ship,5.0,5,164,5.0,low,,1644,1
D,Ship,,1,166,3.0,medium,8.0,?,1
F,Ship,5.0,3,121,2.0,medium,4.0,5231,1
C,Ship,4.0,2,273,4.0,low,,3223,1
F,Ship,6.0,2,293,5.0,low,3.0,1969,0
F,Ship,4.0,4,301,5.0,low,6.0,1931,0
A,Flight,5.0,4,121,5.0,high,,4814,0
A,Ship,,1,168,3.0,low,,4008,0
A,Ship,5.0,3,229,2.0,medium,,5149,0
F,Ship,6.0,1,213,,low,63.0,1548,1
B,Ship,4.0,3,253,5.0,low,,1464,0
F,Ship,6.0,2,247,4.0,low,,?,0
F,Ship,3.0,5,183,2.0,low,,2621,1
B,Road,4.0,1,137,2.0,low,,4657,0
B,Road,3.0,2,143,4.0,medium,22.0,1249,1
A,Ship,3.0,2,259,6.0,medium,,5873,0
B,Ship,4.0,1,175,3.0,medium,2.0,5861,0
D,Road,4.0,5,220,3.0,medium,40.0,3516,1
B,?,3.0,2,264,3.0,low,,5831,0
A,Road,4.0,4,162,,low,8.0,5394,0
C,Flight,6.0,3,296,4.0,low,,1650,0
C,Ship,4.0,1,189,10.0,medium,,4505,1
F,Ship,3.0,3,190,7.0,medium,,2400,1
F,Ship,5.0,5,230,,low,2.0,2229,1
D,Ship,4.0,4,106,2.0,low,,5984,0
F,Ship,3.0,4,207,7.0,medium,,2670,1
F,Road,,4,140,4.0,high,,1130,1
F,Ship,5.0,3,173,,low,,5395,0
B,Ship,3.0,3,261,8.0,medium,3.0,4007,1
A,Flight,,2,227,3.0,?,21.0,2351,1
C,Flight,3.0,5,252,2.0,low,2.0,4888,1
A,Road,3.0,4,163,3.0,medium,,5088,1
B,Flight,5.0,2,200,2.0,low,,2075,1
D,Ship,5.0,4,138,2.0,medium,,1803,1
A,Ship,3.0,3,164,,high,,5070,0
C,Ship,4.0,1,228,3.0,low,,2021,1
A,Road,,5,301,5.0,medium,3.0,1628,0
B,Road,6.0,2,153,5.0,low,,?,1
F,Ship,3.0,4,239,2.0,low,,5674,1
A,Ship,4.0,2,238,2.0,low,2.0,4002,0
A,Ship,,5,240,,low,,5794,1
A,Ship,,4,100,3.0,medium,4.0,4191,0
F,?,4.0,5,194,2.0,high,44.0,2651,1
D,Ship,4.0,1,187,2.0,low,,5691,0
F,Ship,4.0,4,205,3.0,low,11.0,2255,1
B,Road,5.0,1,203,3.0,low,,4162,1
D,Flight,3.0,5,156,6.0,low,65.0,1308,1
D,Ship,,3,163,4.0,medium,,5593,0
F,Ship,,3,182,,medium,5.0,4770,1
A,Ship,,5,192,6.0,low,41.0,2673,1
F,Ship,5.0,3,224,2.0,medium,,5603,0
B,Ship,4.0,4,191,6.0,low,,3425,1
A,Ship,,3,278,4.0,low,,1909,1
D,Road,,2,269,2.0,medium,,4013,1
F,Ship,3.0,3,204,4.0,high,,4712,0
A,Ship,4.0,5,155,4.0,high,48.0,1972,1
A,Ship,4.0,3,287,5.0,medium,6.0,4376,1
F,Ship,4.0,2,136,,low,,4190,0
A,?,2.0,5,231,2.0,low,,4406,1
D,Ship,5.0,1,208,2.0,?,9.0,4887,0
B,Flight,4.0,2,149,4.0,low,,1102,1
A,Ship,2.0,1,139,2.0,medium,,4520,1
F,Ship,3.0,4,242,3.0,high,54.0,3011,1
A,Ship,3.0,2,167,3.0,medium,5.0,5995,1
C,Ship,5.0,2,208,,low,6.0,4744,1
C,Ship,3.0,1,145,2.0,low,34.0,1773,1
B,Ship,3.0,1,198,2.0,medium,49.0,3573,1
F,Ship,,1,109,4.0,low,,5264,1
A,Ship,,2,290,4.0,medium,,1070,1
B,Ship,,4,181,3.0,medium,9.0,4425,1
C,Flight,,1,203,,low,34.0,3813,1
C,Ship,4.0,3,261,3.0,low,9.0,5994,1
F,Ship,4.0,1,177,2.0,low,,1698,1
B,Ship,,4,222,2.0,medium,,4343,0
F,Ship,4.0,1,272,,low,,5022,0
F,Flight,5.0,2,143,,low,10.0,5400,0
C,Ship,5.0,1,252,4.0,medium,,1837,0
B,Ship,4.0,4,226,,medium,12.0,2708,1
C,Road,,3,249,4.0,medium,1.0,1014,1
F,Ship,3.0,2,201,6.0,medium,,4723,1
B,Ship,6.0,2,254,5.0,low,7.0,1638,1
C,Ship,3.0,5,156,3.0,medium,44.0,?,1
F,Ship,,4,266,2.0,medium,1.0,5494,0
B,Ship,3.0,3,186,3.0,medium,49.0,2356,1
D,Flight,4.0,2,203,5.0,low,,3098,1
F,Road,,4,274,3.0,medium,,?,0
A,Flight,6.0,1,266,4.0,medium,2.0,1862,1
F,Ship,5.0,1,258,2.0,medium,48.0,?,1
C,Ship,4.0,4,263,3.0,medium,8.0,5475,0
A,Ship,2.0,1,189,2.0,high,48.0,2429,1
F,Ship,,1,214,3.0,high,1.0,4391,0
F,Flight,,5,184,,medium,,4161,0
F,Ship,3.0,3,265,4.0,low,,2557,1
D,Ship,3.0,4,205,5.0,low,4.0,4483,0
B,Flight,,5,157,3.0,medium,28.0,1557,1
A,Ship,5.0,4,250,6.0,low,1.0,4343,0
D,Ship,,3,210,3.0,medium,11.0,2655,1
C,Ship,5.0,3,179,3.0,low,3.0,4131,0
A,Ship,5.0,3,221,5.0,?,,1109,0
A,Road,5.0,4,230,,medium,,3743,1
D,Flight,3.0,3,203,3.0,medium,7.0,4977,1
A,Ship,4.0,3,213,,medium,8.0,4220,0
A,Flight,7.0,1,255,5.0,medium,10.0,1238,1
B,Ship,3.0,4,241,3.0,medium,3.0,4047,0
A,Ship,4.0,5,223,5.0,medium,4.0,4704,0
F,Ship,,5,245,,low,,1521,0
F,Ship,,3,226,3.0,low,,5048,0
F,Ship,4.0,3,248,,low,,4781,1
C,?,4.0,2,223,3.0,medium,7.0,5977,0
B,Ship,,1,147,3.0,medium,32.0,1666,1
C,Ship,4.0,2,258,5.0,medium,,1920,0
A,Ship,4.0,2,231,4.0,medium,6.0,2512,1
D,Flight,3.0,1,191,2.0,medium,10.0,5073,0
F,Ship,4.0,2,206,2.0,medium,,5159,0
F,Road,,4,141,3.0,medium,,1628,1
F,Ship,,2,233,3.0,low,63.0,2143,1
D,Ship,5.0,1,189,,medium,8.0,5219,0
F,Ship,6.0,3,244,4.0,low,,1668,1
B,Ship,,1,229,2.0,medium,,?,1
F,Ship,4.0,5,216,2.0,low,,5767,1
A,Ship,3.0,1,180,2.0,low,,1715,1
A,Ship,2.0,1,96,2.0,high,,4449,1
A,Ship,,2,214,2.0,medium,,1983,1
F,Ship,,4,165,5.0,low,21.0,1727,1
D,Ship,,5,195,5.0,medium,10.0,3537,1
C,Ship,4.0,2,247,2.0,medium,,4955,1
B,Road,4.0,4,104,,low,,5590,0
F,Ship,3.0,1,137,3.0,low,47.0,1611,1
F,Flight,4.0,4,265,3.0,low,9.0,5508,0
F,Ship,3.0,3,155,2.0,medium,,5577,0
D,Flight,5.0,1,196,3.0,medium,24.0,?,1
C,Ship,4.0,3,213,3.0,medium,57.0,3599,1
B,Flight,5.0,2,174,5.0,medium,8.0,4656,0
A,Ship,3.0,2,209,,low,24.0,?,1
F,?,4.0,1,260,,low,10.0,4072,1
D,Ship,,1,272,2.0,low,51.0,2719,1
F,Flight,5.0,2,152,3.0,medium,4.0,4699,1
F,Ship,5.0,1,183,,low,10.0,5023,0
C,Ship,5.0,4,235,4.0,low,10.0,4880,0
A,Ship,5.0,1,205,2.0,low,3.0,5682,1
D,Ship,,2,274,3.0,medium,7.0,4477,1
D,Ship,4.0,5,264,3.0,medium,,3753,1
B,Ship,3.0,2,179,3.0,low,4.0,4102,1
F,Ship,,4,131,6.0,low,,4005,1
D,Ship,,4,228,4.0,high,1.0,5573,0
C,Ship,5.0,5,274,5.0,low,7.0,1875,1
B,Ship,7.0,3,286,,low,,1866,1
D,Ship,4.0,3,255,4.0,medium,10.0,4740,0
D,Ship,5.0,4,157,7.0,medium,,4272,0
C,Ship,,3,190,3.0,medium,,2125,1
F,Ship,,3,249,5.0,low,3.0,1012,1
A,Ship,5.0,5,253,2.0,high,3.0,4851,0
D,Ship,4.0,1,224,3.0,low,27.0,?,1
A,Ship,,1,192,,low,,3460,1
A,Road,5.0,1,177,2.0,medium,,4881,0
F,Road,4.0,1,224,5.0,low,,5738,0
D,Road,5.0,5,261,6.0,medium,1.0,1082,0
D,Flight,6.0,3,292,4.0,low,,1270,0
B,?,5.0,3,260,2.0,low,10.0,5633,0
A,Flight,,1,204,3.0,medium,,4310,0
B,Ship,2.0,1,163,3.0,low,3.0,?,1
C,?,4.0,5,228,5.0,medium,4.0,1618,0
A,Flight,3.0,5,169,,high,5.0,5750,0
F,Flight,,5,258,3.0,low,,3446,1
F,Ship,5.0,5,137,,low,,5914,1
D,Ship,,5,135,2.0,low,,1026,1
F,Ship,2.0,2,158,3.0,low,,1968,1
F,Ship,6.0,2,226,,high,,5600,0
D,Ship,,2,181,2.0,low,6.0,5410,0
D,Flight,3.0,2,190,3.0,medium,18.0,2715,1
A,Ship,6.0,1,271,4.0,low,9.0,?,0
A,Road,5.0,3,254,,low,,1501,1
F,Ship,4.0,4,204,2.0,medium,,4462,0
F,Ship,4.0,5,219,,low,1.0,5221,0
B,?,3.0,4,177,,low,6.0,4445,0
D,Ship,4.0,5,238,3.0,high,,3257,1
B,Flight,4.0,1,212,3.0,low,2.0,4353,1
A,Road,5.0,3,168,,medium,,?,1
F,Ship,4.0,3,243,5.0,medium,,1634,1
F,Ship,,3,249,2.0,medium,9.0,4034,1
B,Ship,4.0,4,275,,low,10.0,5674,1
B,Ship,2.0,5,142,3.0,high,,5174,0
D,Ship,5.0,5,250,4.0,medium,,1247,1
F,Ship,4.0,4,145,2.0,medium,,5070,0
A,Ship,4.0,1,235,3.0,high,,3695,1
A,Ship,4.0,3,211,,high,,5652,1
A,Ship,,1,173,2.0,low,,4688,0
F,Ship,,5,248,5.0,medium,,?,1
C,Ship,3.0,2,183,3.0,medium,9.0,4282,0
D,Ship,3.0,4,199,4.0,medium,,5207,0
A,Flight,,2,163,4.0,medium,,5751,0
B,Ship,,4,245,6.0,medium,9.0,1660,0
D,Ship,2.0,3,142,3.0,medium,38.0,7640,1
F,Ship,4.0,5,133,2.0,medium,,1106,1
C,Road,5.0,2,275,5.0,low,,1924,0
D,Road,,1,271,2.0,high,33.0,3269,1
F,Ship,7.0,1,308,4.0,medium,,1504,0
D,Ship,5.0,5,104,4.0,low,,5235,0
C,Ship,,1,213,4.0,high,,2343,1
F,Ship,5.0,3,255,6.0,medium,,5874,0
A,?,2.0,2,153,3.0,low,55.0,1273,1
F,Road,6.0,5,281,4.0,medium,5.0,1484,0
D,Road,3.0,4,147,3.0,low,,1307,1
F,Ship,3.0,1,183,2.0,low,58.0,3027,1
A,Road,3.0,5,240,8.0,low,,4436,1
A,Ship,4.0,5,102,,low,,5767,0
C,Ship,4.0,2,161,2.0,high,8.0,5654,1
C,Ship,3.0,3,253,4.0,low,,5040,1
F,Road,,5,239,,low,7.0,1380,0
D,Ship,3.0,2,204,3.0,low,,4586,1
B,Ship,4.0,1,134,2.0,medium,,?,0
A,Ship,,4,203,3.0,low,18.0,3127,1
F,Ship,5.0,5,232,7.0,medium,,5139,0
C,Ship,,2,178,3.0,medium,,1176,1
B,Ship,3.0,2,262,4.0,low,,4745,1
D,Ship,4.0,4,175,2.0,medium,10.0,4927,0
B,Ship,4.0,2,166,4.0,low,,1759,1
F,Flight,3.0,2,151,,low,,5154,1
F,Flight,,1,273,5.0,low,7.0,1922,0
A,Flight,4.0,2,145,3.0,medium,,?,0
A,Road,4.0,3,152,3.0,low,,1453,1
B,Ship,,1,200,2.0,low,44.0,2651,1
A,Ship,4.0,5,201,,low,,4048,0
B,Ship,4.0,3,208,2.0,medium,4.0,4767,1
B,Ship,3.0,3,157,,medium,10.0,4877,0
C,Flight,4.0,1,174,4.0,low,,5295,0
F,Ship,4.0,2,173,2.0,low,,1336,1
C,Ship,3.0,2,210,,medium,,3928,1
F,Ship,3.0,3,261,3.0,medium,14.0,3479,1
C,Ship,4.0,4,261,2.0,medium,8.0,5006,1
B,Ship,,4,288,4.0,medium,9.0,1575,0
C,Ship,2.0,3,239,6.0,medium,4.0,4022,0
D,Flight,4.0,4,153,3.0,medium,3.0,4422,1
A,Road,3.0,1,195,5.0,low,,4034,0
F,Ship,3.0,5,198,3.0,low,2.0,3417,1
F,Ship,4.0,5,134,3.0,low,1.0,1008,0
D,Road,4.0,1,245,6.0,low,7.0,1884,1
