Cost_of_the_Product,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Product_importance_low
217,9.0,4306,0,0
157,4.0,1889,1,0
240,10.0,1986,0,0
134,10.0,5472,0,1
247,10.0,4582,0,0
112,10.0,4599,0,0
181,4.0,4629,0,0
293,1.0,1278,0,0
242,58.0,3411,1,0
257,10.0,1451,1,0
243,10.0,1768,0,0
249,10.0,3558,1,0
219,2.0,5334,0,0
202,10.0,2312,1,1
171,10.0,1516,1,0
292,10.0,1565,0,0
198,28.0,3514,1,0
258,10.0,4188,0,0
257,10.0,5180,1,0
133,1.0,4643,0,0
245,10.0,2616,1,0
273,7.0,4743,1,0
232,10.0,1512,0,0
223,1.0,1124,1,0
215,10.0,1367,1,0
126,10.0,1697,1,0
143,1.0,5836,0,0
274,5.0,4409,0,0
133,10.0,4663,0,0
235,22.0,2015,1,0
176,6.0,5149,1,0
183,10.0,5329,1,0
266,5.0,4831,1,1
259,10.0,5148,1,0
258,10.0,2878,1,0
224,21.0,2026,1,0
203,20.0,2421,1,0
282,5.0,5422,1,0
205,5.0,4949,1,0
254,7.0,1615,1,0
231,41.0,1367,1,0
176,10.0,1856,1,0
251,46.0,2632,1,0
157,10.0,1306,1,0
140,27.0,1184,1,0
254,10.0,3153,1,1
262,28.0,2940,1,0
132,8.0,1367,1,0
234,5.0,5213,0,0
246,10.0,1395,0,0
240,3.0,1321,0,0
171,8.0,4502,0,0
252,10.0,2336,1,0
140,23.0,1372,1,0
130,10.0,4363,0,0
174,10.0,5207,1,0
198,10.0,1367,1,0
273,10.0,1597,1,0
225,10.0,3813,1,0
141,10.0,5144,0,0
147,8.0,5525,0,0
252,10.0,5495,0,0
219,10.0,4069,1,1
148,10.0,1367,0,0
198,11.0,3686,1,0
194,10.0,5545,0,0
188,5.0,5216,1,0
244,1.0,1875,1,0
258,11.0,2791,1,0
150,5.0,5328,0,0
256,6.0,4814,1,0
202,10.0,1367,1,1
270,2.0,4351,1,0
242,6.0,5866,0,0
160,10.0,4769,0,0
231,10.0,4696,0,0
137,10.0,4077,1,0
157,10.0,5041,1,0
228,10.0,1044,0,0
193,60.0,2581,1,0
138,10.0,5401,0,0
207,5.0,4702,1,0
206,58.0,2135,1,0
156,10.0,5255,1,0
190,9.0,3753,1,0
264,10.0,5337,0,1
134,10.0,1716,1,0
262,10.0,5910,1,0
157,58.0,1367,1,0
162,38.0,1407,1,0
138,8.0,4932,1,0
194,26.0,3818,1,0
258,7.0,4466,1,0
110,10.0,1235,1,0
140,10.0,1332,1,1
249,10.0,5184,0,0
212,8.0,4239,0,0
181,4.0,5505,0,0
260,9.0,1698,1,0
285,10.0,4112,0,0
250,10.0,5509,0,0
263,10.0,1548,0,0
164,4.0,5910,0,0
203,36.0,3912,1,0
252,9.0,1460,0,0
168,10.0,4296,0,0
202,59.0,2563,1,1
216,10.0,2567,1,0
223,9.0,4337,0,0
235,10.0,4636,0,0
199,10.0,3346,1,0
178,5.0,5403,0,1
248,10.0,2207,1,0
198,10.0,1730,1,0
192,10.0,5479,0,0
241,4.0,5693,1,0
193,9.0,4982,0,0
183,8.0,4820,0,1
278,10.0,1631,0,0
221,10.0,4430,1,0
177,10.0,4550,0,0
227,9.0,1917,0,0
264,35.0,1367,1,0
286,10.0,1750,1,0
175,10.0,5685,0,0
147,10.0,5164,1,1
247,10.0,1367,1,0
116,1.0,4091,1,0
203,10.0,5289,0,0
243,42.0,3421,1,0
240,2.0,3729,1,0
255,10.0,1575,0,0
246,50.0,3618,1,0
123,10.0,1383,1,0
211,6.0,5890,0,0
262,10.0,1488,1,0
192,46.0,3206,1,1
231,10.0,5227,0,0
185,4.0,2212,1,0
152,10.0,4006,0,0
160,10.0,4416,1,0
271,10.0,1555,1,0
164,10.0,1304,1,0
247,4.0,1623,1,0
189,10.0,3671,1,0
163,10.0,4584,0,0
271,2.0,4133,1,0
178,48.0,1819,1,0
268,10.0,2386,1,0
235,10.0,1549,0,0
290,8.0,1512,1,0
135,8.0,1074,1,0
137,6.0,4803,1,0
291,8.0,1131,0,0
162,4.0,5913,1,0
223,8.0,5318,0,0
130,10.0,1092,1,0
219,10.0,4122,1,0
166,1.0,4536,0,0
212,8.0,5513,0,0
250,2.0,1783,1,0
226,10.0,4532,0,0
267,4.0,4053,0,0
259,10.0,3335,1,0
273,10.0,3384,1,0
156,10.0,5488,0,0
220,10.0,5234,1,0
193,48.0,1367,1,0
261,52.0,3340,1,0
251,10.0,2405,1,0
195,10.0,1367,0,0
168,10.0,4776,1,0
255,10.0,1918,1,0
244,10.0,3318,1,0
193,8.0,5714,0,0
269,10.0,5673,1,0
189,16.0,3564,1,1
261,10.0,4596,1,0
214,10.0,5555,1,0
160,10.0,4684,1,0
259,10.0,2000,1,0
215,10.0,5194,1,0
145,10.0,4485,1,0
242,10.0,1571,1,0
241,9.0,4965,0,0
124,10.0,1714,1,0
163,5.0,5362,0,0
139,2.0,5135,0,0
252,10.0,4557,1,0
287,3.0,1824,0,0
258,37.0,2289,1,0
226,18.0,1367,1,0
290,10.0,1367,1,0
205,10.0,5137,0,0
268,1.0,4704,0,0
137,10.0,1262,1,0
309,10.0,1335,0,0
254,10.0,1002,0,0
257,1.0,1102,1,0
233,10.0,2358,1,0
272,7.0,1067,1,0
265,10.0,1367,1,0
202,7.0,5821,0,0
275,2.0,1712,1,0
139,10.0,5847,1,0
240,10.0,1079,0,0
230,10.0,4450,1,0
289,5.0,1708,0,1
265,6.0,4607,1,0
198,10.0,1994,1,0
263,4.0,1644,0,0
153,12.0,1972,1,0
151,10.0,5667,0,0
205,10.0,2317,1,0
257,10.0,1128,1,0
173,10.0,4616,0,0
181,2.0,5324,0,0
181,6.0,5423,0,0
216,4.0,4309,1,0
271,10.0,5486,1,0
206,10.0,4264,1,0
189,10.0,4166,1,0
180,33.0,1217,1,0
243,9.0,5640,0,0
262,6.0,1887,1,0
243,4.0,1013,1,0
247,10.0,5557,0,0
232,10.0,1246,0,0
210,10.0,4362,0,0
146,9.0,1367,0,0
162,10.0,4903,0,0
164,10.0,4639,1,1
249,31.0,3489,1,0
214,10.0,4117,1,1
210,9.0,4163,0,0
196,10.0,5852,0,0
260,2.0,4687,1,0
225,12.0,2721,1,0
205,63.0,2156,1,0
227,10.0,4414,0,0
245,10.0,2769,1,0
135,28.0,1329,1,0
196,10.0,4433,1,0
233,10.0,5560,0,0
242,8.0,5401,0,0
207,10.0,2460,1,0
249,10.0,1046,1,0
163,10.0,5529,1,0
264,1.0,1273,0,0
212,10.0,2359,1,0
137,3.0,1037,1,0
102,10.0,5936,1,0
146,7.0,4538,0,1
238,10.0,4992,0,0
219,6.0,4885,1,0
215,10.0,4305,0,0
158,10.0,5089,1,1
221,6.0,1429,0,0
160,10.0,4018,1,0
201,10.0,4440,0,0
160,10.0,5754,0,0
115,7.0,4609,0,0
145,10.0,1617,1,0
256,7.0,1372,1,0
246,10.0,5118,0,0
182,10.0,4554,1,0
149,10.0,1141,1,0
171,6.0,4343,1,0
258,5.0,4363,1,0
274,19.0,3076,1,0
141,10.0,1875,1,0
169,10.0,1922,1,0
182,10.0,1690,1,0
124,1.0,5709,1,0
138,5.0,5690,0,0
135,10.0,5275,1,0
257,10.0,4869,0,0
184,10.0,3436,1,0
235,10.0,2034,1,0
272,8.0,5328,1,0
139,4.0,5531,0,0
133,50.0,1861,1,0
157,10.0,4491,1,0
247,10.0,1699,1,0
213,10.0,5993,1,0
260,10.0,4586,1,0
228,10.0,1924,0,1
197,10.0,3617,1,0
152,1.0,4949,1,0
171,10.0,5717,0,0
247,10.0,1737,0,0
151,10.0,5414,1,0
194,1.0,5931,0,0
262,10.0,5761,0,0
159,4.0,1681,1,0
266,2.0,4290,0,0
307,3.0,1977,0,0
209,10.0,5066,0,0
187,10.0,4859,0,0
205,10.0,5851,1,1
247,9.0,1096,1,0
112,10.0,4543,0,0
126,10.0,4073,1,0
206,10.0,5520,0,0
133,10.0,4398,0,0
170,15.0,1314,1,0
198,19.0,2373,1,0
237,10.0,4917,0,0
279,10.0,1836,0,0
215,10.0,5915,1,0
188,10.0,2466,1,0
243,10.0,4675,1,0
210,8.0,5942,0,0
246,6.0,1300,0,0
150,10.0,4799,1,0
263,10.0,1762,0,0
255,8.0,5983,0,0
264,10.0,4025,1,0
225,2.0,4520,1,0
261,10.0,4931,0,1
225,44.0,2057,1,0
156,10.0,1553,1,0
258,10.0,5476,0,1
183,10.0,4422,0,0
232,3.0,4526,0,0
215,6.0,5238,0,1
219,6.0,5124,0,0
183,3.0,5881,0,0
257,10.0,5972,0,0
162,10.0,4842,0,1
214,28.0,3869,1,0
245,8.0,1904,0,0
265,10.0,1897,0,0
246,10.0,5167,0,0
289,10.0,1223,0,0
261,4.0,5482,1,0
265,10.0,1568,0,0
276,10.0,1793,0,0
247,2.0,5016,1,0
222,10.0,1311,0,0
235,10.0,5498,0,0
266,10.0,5858,0,0
146,4.0,5817,0,0
172,8.0,4982,1,0
226,6.0,5033,0,1
241,10.0,3743,1,0
262,10.0,3164,1,0
272,10.0,1171,1,0
245,10.0,4719,1,0
163,10.0,4556,0,0
255,10.0,1367,0,0
191,2.0,5177,1,0
212,7.0,5219,0,0
186,39.0,1367,1,0
150,10.0,1511,1,0
181,10.0,5337,0,0
245,12.0,2225,1,0
112,10.0,1138,1,0
171,10.0,1114,1,0
211,2.0,5077,0,0
252,10.0,1995,1,0
273,10.0,4221,0,0
186,9.0,5131,1,0
194,10.0,2736,1,0
204,10.0,2513,1,0
225,10.0,1812,0,0
222,10.0,3158,1,0
147,10.0,4865,0,0
132,10.0,1367,1,0
127,10.0,1367,1,0
308,5.0,1705,0,0
270,6.0,1367,0,0
258,9.0,1548,1,0
242,10.0,5892,1,0
229,10.0,5378,1,0
167,1.0,1252,1,0
198,10.0,5520,0,0
201,10.0,5898,1,0
218,10.0,2149,1,0
142,5.0,5749,0,0
179,3.0,5495,1,0
168,10.0,4800,0,0
238,9.0,4086,0,0
158,10.0,1171,1,0
268,7.0,4480,1,0
205,10.0,4923,0,0
155,8.0,5982,0,0
223,10.0,1367,1,0
234,44.0,1367,1,0
135,6.0,4557,0,0
244,50.0,3562,1,0
193,10.0,1367,0,0
202,10.0,2616,1,0
290,4.0,1488,0,0
263,4.0,4591,1,0
246,10.0,2387,1,0
163,38.0,1146,1,0
201,10.0,2066,1,0
135,7.0,1316,1,0
254,10.0,5827,0,0
205,58.0,2187,1,0
263,5.0,4010,1,0
254,2.0,3239,1,0
152,6.0,4606,1,0
140,10.0,1367,1,0
270,10.0,1367,1,0
254,10.0,1217,0,1
267,7.0,1983,0,0
272,7.0,5257,1,1
242,10.0,3127,1,0
187,10.0,5640,0,0
244,7.0,1367,1,0
260,3.0,4423,0,1
249,10.0,1195,0,0
188,10.0,4024,1,0
154,3.0,5440,1,0
236,44.0,3808,1,0
175,10.0,4771,1,0
245,10.0,5850,1,0
206,23.0,3807,1,0
309,1.0,1290,1,0
266,10.0,4574,0,0
244,10.0,4125,1,0
206,6.0,5038,0,0
200,10.0,5072,1,0
169,10.0,1279,1,0
259,10.0,1177,0,0
206,39.0,2929,1,0
231,10.0,4718,0,0
265,41.0,3101,1,0
185,9.0,5704,0,0
243,10.0,1813,0,0
265,49.0,2791,1,0
172,10.0,1261,1,0
151,10.0,4749,0,0
161,10.0,4174,1,0
254,10.0,5524,1,1
226,1.0,5451,0,0
175,10.0,1276,1,0
164,10.0,5456,0,0
225,10.0,2259,1,0
129,10.0,5296,1,0
153,24.0,1442,1,0
173,10.0,4115,1,0
224,10.0,5896,0,0
244,10.0,5109,0,0
136,61.0,1509,1,0
144,7.0,5496,0,0
260,10.0,3951,1,0
133,9.0,1724,1,0
146,10.0,1486,1,0
246,10.0,5110,0,0
171,55.0,1539,1,0
275,10.0,1117,0,0
289,5.0,1864,1,0
282,10.0,1367,1,0
142,10.0,1332,1,0
174,7.0,4608,0,0
140,10.0,1847,1,0
219,10.0,1363,1,0
186,3.0,4287,0,0
158,6.0,5261,1,0
198,4.0,5863,0,0
210,6.0,5566,0,0
141,23.0,1689,1,0
238,8.0,5337,1,0
249,10.0,1673,1,0
231,10.0,5482,0,0
251,10.0,5011,1,0
245,2.0,1727,1,0
104,30.0,1870,1,0
220,10.0,5323,1,0
217,10.0,1616,0,0
142,10.0,1583,1,0
180,10.0,5471,0,0
228,8.0,1753,1,0
252,10.0,2526,1,0
198,10.0,5182,0,0
250,7.0,4760,0,0
247,9.0,4284,1,0
157,10.0,1367,1,0
148,10.0,1805,1,0
241,10.0,4558,0,0
131,4.0,4600,1,0
145,3.0,5424,1,0
202,10.0,4454,0,0
280,10.0,4620,1,0
232,10.0,1561,0,0
178,10.0,5669,0,0
286,10.0,1418,0,0
141,10.0,1361,1,0
286,10.0,3774,1,0
159,47.0,1547,1,0
243,10.0,4669,1,0
206,5.0,1679,0,0
159,44.0,1213,1,0
273,7.0,1364,0,0
241,10.0,5275,1,0
172,5.0,4647,0,0
241,10.0,5942,1,0
186,10.0,5515,1,0
188,13.0,2409,1,0
191,10.0,3947,1,0
163,10.0,4349,0,0
279,6.0,4560,0,0
146,10.0,5384,0,0
136,10.0,4305,1,0
205,10.0,5407,0,1
229,10.0,1235,1,0
175,12.0,1817,1,0
225,9.0,4242,1,0
219,10.0,1367,1,0
200,10.0,2460,1,0
262,10.0,4506,0,1
211,1.0,5144,0,1
104,10.0,1438,1,0
236,4.0,1948,0,0
263,10.0,4688,0,0
207,9.0,5889,0,0
279,3.0,4620,0,0
219,10.0,1234,0,0
193,10.0,5776,0,0
185,10.0,5914,1,0
231,1.0,5392,1,0
184,58.0,2544,1,0
194,7.0,5553,0,0
132,10.0,5552,0,0
197,3.0,4715,1,0
217,26.0,2875,1,1
250,1.0,4717,0,0
168,1.0,1885,1,0
266,9.0,4500,0,0
168,4.0,1363,1,0
214,3.0,5546,0,0
273,6.0,4044,1,0
246,10.0,4078,1,0
123,10.0,5284,0,0
251,9.0,5962,0,0
257,25.0,1367,1,0
152,10.0,5981,0,0
212,6.0,4463,0,0
151,10.0,1367,0,0
183,2.0,4533,1,0
222,25.0,2582,1,0
234,4.0,3261,1,0
269,10.0,1537,1,0
152,10.0,1325,1,0
199,10.0,4805,0,0
260,10.0,2176,1,0
139,25.0,1152,1,0
171,5.0,4075,1,0
276,3.0,4306,1,0
253,12.0,2486,1,0
195,10.0,5785,0,0
167,10.0,4013,1,0
225,10.0,2000,0,0
253,1.0,1294,1,0
236,2.0,5210,0,0
256,2.0,1449,1,0
283,10.0,1480,0,0
232,4.0,1783,0,0
228,10.0,5208,0,0
300,10.0,1787,0,0
232,10.0,4719,0,0
262,10.0,5097,0,1
